"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 07 16:22:06 CST 2022","Sat May 07 16:22:07 CST 2022","1627","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:44:19 CST 2022","Sat May 07 16:44:20 CST 2022","1126","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:19:05 CST 2022","Sat May 07 16:19:06 CST 2022","1125","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:22:53 CST 2022","Sat May 07 16:22:54 CST 2022","1113","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:11:32 CST 2022","Sat May 07 16:11:34 CST 2022","2142","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:39:57 CST 2022","Sat May 07 16:39:58 CST 2022","1132","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:15:34 CST 2022","Sat May 07 16:15:42 CST 2022","8180","script","test_jinchang","TestApi","","","入场接口用例",""
"broken","Sat May 07 16:17:01 CST 2022","Sat May 07 16:17:22 CST 2022","21005","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:28:29 CST 2022","Sat May 07 16:28:31 CST 2022","1124","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:28:01 CST 2022","Sat May 07 16:28:02 CST 2022","1116","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:19:52 CST 2022","Sat May 07 16:19:53 CST 2022","1107","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:18:13 CST 2022","Sat May 07 16:18:14 CST 2022","1127","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:20:11 CST 2022","Sat May 07 16:20:12 CST 2022","1127","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:14:27 CST 2022","Sat May 07 16:14:28 CST 2022","1129","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:16:49 CST 2022","Sat May 07 16:16:50 CST 2022","1101","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:25:23 CST 2022","Sat May 07 16:25:24 CST 2022","1130","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:20:18 CST 2022","Sat May 07 16:20:19 CST 2022","1129","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:29:03 CST 2022","Sat May 07 16:29:04 CST 2022","1126","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:43:32 CST 2022","Sat May 07 16:43:33 CST 2022","1138","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:20:12 CST 2022","Sat May 07 16:20:13 CST 2022","1127","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:21:39 CST 2022","Sat May 07 16:21:40 CST 2022","1130","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:19:02 CST 2022","Sat May 07 16:19:03 CST 2022","1115","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:37:00 CST 2022","Sat May 07 16:37:01 CST 2022","1110","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:25:00 CST 2022","Sat May 07 16:25:01 CST 2022","1134","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:38:45 CST 2022","Sat May 07 16:38:46 CST 2022","1121","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:13:56 CST 2022","Sat May 07 16:13:57 CST 2022","1127","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:34:06 CST 2022","Sat May 07 16:34:07 CST 2022","1173","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:21:17 CST 2022","Sat May 07 16:21:18 CST 2022","1128","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:24:13 CST 2022","Sat May 07 16:24:14 CST 2022","1124","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:15:19 CST 2022","Sat May 07 16:15:21 CST 2022","1125","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:21:09 CST 2022","Sat May 07 16:21:10 CST 2022","1117","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:18:38 CST 2022","Sat May 07 16:18:39 CST 2022","1130","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:22:28 CST 2022","Sat May 07 16:22:36 CST 2022","8156","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:16:37 CST 2022","Sat May 07 16:16:38 CST 2022","1137","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:28:51 CST 2022","Sat May 07 16:28:52 CST 2022","1099","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:44:43 CST 2022","Sat May 07 16:44:44 CST 2022","1133","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:33:27 CST 2022","Sat May 07 16:33:28 CST 2022","1124","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:43:39 CST 2022","Sat May 07 16:43:40 CST 2022","1125","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:22:12 CST 2022","Sat May 07 16:22:13 CST 2022","1129","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:37:30 CST 2022","Sat May 07 16:37:38 CST 2022","8152","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:12:58 CST 2022","Sat May 07 16:13:02 CST 2022","4106","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:42:31 CST 2022","Sat May 07 16:42:32 CST 2022","1080","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:21:20 CST 2022","Sat May 07 16:21:21 CST 2022","1125","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:28:00 CST 2022","Sat May 07 16:28:01 CST 2022","1126","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:44:27 CST 2022","Sat May 07 16:44:43 CST 2022","16181","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:38:27 CST 2022","Sat May 07 16:38:28 CST 2022","1131","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:30:07 CST 2022","Sat May 07 16:30:08 CST 2022","1109","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:27:34 CST 2022","Sat May 07 16:27:35 CST 2022","1111","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:11:28 CST 2022","Sat May 07 16:11:29 CST 2022","1122","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:41:55 CST 2022","Sat May 07 16:41:56 CST 2022","1125","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:40:27 CST 2022","Sat May 07 16:40:28 CST 2022","1128","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:44:18 CST 2022","Sat May 07 16:44:19 CST 2022","1156","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:35:13 CST 2022","Sat May 07 16:35:14 CST 2022","1122","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:15:21 CST 2022","Sat May 07 16:15:22 CST 2022","1131","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:33:42 CST 2022","Sat May 07 16:33:43 CST 2022","1125","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:37:43 CST 2022","Sat May 07 16:37:44 CST 2022","1121","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:23:31 CST 2022","Sat May 07 16:23:32 CST 2022","1121","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:26:58 CST 2022","Sat May 07 16:26:59 CST 2022","1123","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:10:06 CST 2022","Sat May 07 16:10:08 CST 2022","1756","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:31:23 CST 2022","Sat May 07 16:31:24 CST 2022","1119","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:16:36 CST 2022","Sat May 07 16:16:37 CST 2022","1126","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:42:28 CST 2022","Sat May 07 16:42:29 CST 2022","1078","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:42:17 CST 2022","Sat May 07 16:42:18 CST 2022","1122","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:42:01 CST 2022","Sat May 07 16:42:02 CST 2022","1178","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:22:46 CST 2022","Sat May 07 16:22:47 CST 2022","1112","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:25:13 CST 2022","Sat May 07 16:25:17 CST 2022","4150","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:18:24 CST 2022","Sat May 07 16:18:25 CST 2022","1136","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:41:10 CST 2022","Sat May 07 16:41:11 CST 2022","1110","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:28:49 CST 2022","Sat May 07 16:28:50 CST 2022","1114","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:22:24 CST 2022","Sat May 07 16:22:25 CST 2022","1122","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:31:19 CST 2022","Sat May 07 16:31:21 CST 2022","1118","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:38:00 CST 2022","Sat May 07 16:38:01 CST 2022","1130","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:41:31 CST 2022","Sat May 07 16:41:32 CST 2022","1113","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:12:30 CST 2022","Sat May 07 16:12:31 CST 2022","1120","script","test_jinchang","TestApi","","","入场接口用例",""
"broken","Sat May 07 16:11:34 CST 2022","Sat May 07 16:11:55 CST 2022","21007","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:42:51 CST 2022","Sat May 07 16:42:52 CST 2022","1127","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:28:31 CST 2022","Sat May 07 16:28:32 CST 2022","1132","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:39:24 CST 2022","Sat May 07 16:39:25 CST 2022","1101","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:23:15 CST 2022","Sat May 07 16:23:16 CST 2022","1137","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:13:59 CST 2022","Sat May 07 16:14:00 CST 2022","1124","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:35:14 CST 2022","Sat May 07 16:35:15 CST 2022","1121","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:25:24 CST 2022","Sat May 07 16:25:25 CST 2022","1127","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:17:36 CST 2022","Sat May 07 16:17:37 CST 2022","1127","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:18:07 CST 2022","Sat May 07 16:18:08 CST 2022","1175","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:37:48 CST 2022","Sat May 07 16:37:49 CST 2022","1127","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:43:38 CST 2022","Sat May 07 16:43:39 CST 2022","1128","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:37:44 CST 2022","Sat May 07 16:37:45 CST 2022","1120","script","test_jinchang","TestApi","","","入场接口用例",""
"broken","Sat May 07 16:36:25 CST 2022","Sat May 07 16:36:46 CST 2022","21005","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:23:41 CST 2022","Sat May 07 16:23:43 CST 2022","2137","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:21:04 CST 2022","Sat May 07 16:21:05 CST 2022","1127","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:42:29 CST 2022","Sat May 07 16:42:31 CST 2022","1126","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:43:27 CST 2022","Sat May 07 16:43:29 CST 2022","1120","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:24:31 CST 2022","Sat May 07 16:24:32 CST 2022","1133","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:26:03 CST 2022","Sat May 07 16:26:04 CST 2022","1158","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:22:03 CST 2022","Sat May 07 16:22:04 CST 2022","1117","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:12:54 CST 2022","Sat May 07 16:12:55 CST 2022","1122","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:12:51 CST 2022","Sat May 07 16:12:52 CST 2022","1128","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:27:01 CST 2022","Sat May 07 16:27:02 CST 2022","1145","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:38:58 CST 2022","Sat May 07 16:38:59 CST 2022","1128","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:15:26 CST 2022","Sat May 07 16:15:27 CST 2022","1128","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:36:59 CST 2022","Sat May 07 16:37:00 CST 2022","1126","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:23:19 CST 2022","Sat May 07 16:23:21 CST 2022","1135","script","test_jinchang","TestApi","","","入场接口用例",""
"broken","Sat May 07 16:14:28 CST 2022","Sat May 07 16:14:49 CST 2022","21006","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:24:19 CST 2022","Sat May 07 16:24:20 CST 2022","1133","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:39:47 CST 2022","Sat May 07 16:39:48 CST 2022","1131","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:17:22 CST 2022","Sat May 07 16:17:30 CST 2022","8136","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:27:03 CST 2022","Sat May 07 16:27:04 CST 2022","1127","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:18:35 CST 2022","Sat May 07 16:18:36 CST 2022","1127","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:19:06 CST 2022","Sat May 07 16:19:07 CST 2022","1128","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:09:31 CST 2022","Sat May 07 16:09:32 CST 2022","1118","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:33:41 CST 2022","Sat May 07 16:33:42 CST 2022","1129","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:11:31 CST 2022","Sat May 07 16:11:32 CST 2022","1130","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:43:34 CST 2022","Sat May 07 16:43:35 CST 2022","1124","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:10:57 CST 2022","Sat May 07 16:10:58 CST 2022","1131","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:36:53 CST 2022","Sat May 07 16:36:54 CST 2022","1119","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:19:27 CST 2022","Sat May 07 16:19:28 CST 2022","1121","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:40:06 CST 2022","Sat May 07 16:40:07 CST 2022","1110","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:27:57 CST 2022","Sat May 07 16:27:58 CST 2022","1115","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:34:49 CST 2022","Sat May 07 16:34:51 CST 2022","1127","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:42:10 CST 2022","Sat May 07 16:42:11 CST 2022","1125","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:31:22 CST 2022","Sat May 07 16:31:23 CST 2022","1128","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:44:22 CST 2022","Sat May 07 16:44:23 CST 2022","1127","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:20:59 CST 2022","Sat May 07 16:21:00 CST 2022","1116","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:21:03 CST 2022","Sat May 07 16:21:04 CST 2022","1131","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:43:10 CST 2022","Sat May 07 16:43:11 CST 2022","1120","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:27:39 CST 2022","Sat May 07 16:27:40 CST 2022","1129","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:14:15 CST 2022","Sat May 07 16:14:19 CST 2022","4110","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:38:18 CST 2022","Sat May 07 16:38:19 CST 2022","1138","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:35:16 CST 2022","Sat May 07 16:35:32 CST 2022","16123","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:20:15 CST 2022","Sat May 07 16:20:17 CST 2022","2144","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:16:40 CST 2022","Sat May 07 16:16:41 CST 2022","1112","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:41:41 CST 2022","Sat May 07 16:41:43 CST 2022","1136","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:40:35 CST 2022","Sat May 07 16:40:43 CST 2022","8155","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:20:48 CST 2022","Sat May 07 16:20:50 CST 2022","1132","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:25:28 CST 2022","Sat May 07 16:25:30 CST 2022","1126","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:19:46 CST 2022","Sat May 07 16:19:47 CST 2022","1130","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:40:13 CST 2022","Sat May 07 16:40:14 CST 2022","1130","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:18:51 CST 2022","Sat May 07 16:18:52 CST 2022","1127","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:14:54 CST 2022","Sat May 07 16:14:55 CST 2022","1129","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:41:27 CST 2022","Sat May 07 16:41:28 CST 2022","1126","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:33:04 CST 2022","Sat May 07 16:33:05 CST 2022","1128","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:27:42 CST 2022","Sat May 07 16:27:43 CST 2022","1130","script","test_jinchang","TestApi","","","入场接口用例",""
"passed","Sat May 07 16:12:28 CST 2022","Sat May 07 16:12:30 CST 2022","1117","script","test_jinchang","TestApi","","","入场接口用例",""
